COUNTRY CODE	IBA CODE	IBA NAME
"GW"	"BIRDLIFE_6384"	"Rio Mansôa and Gêba estuary"
"GW"	"BIRDLIFE_6388"	"Rio Tombali, Rio Cumbijã and Ilha de Melo"
"GY"	"BIRDLIFE_24278"	"South Central Rupununi"
"HK"	"BIRDLIFE_16078"	"Inner Deep Bay and Shenzhen River catchment area"
"HK"	"BIRDLIFE_16077"	"Tai Po Kau, Shing Mun and Tai Mo Shan area"
"HM"	"BIRDLIFE_23991"	"Heard and McDonald Islands"
"HN"	"BIRDLIFE_23474"	"Celaque"
"HN"	"BIRDLIFE_23478"	"Cerro Azul Meambar"
"HN"	"BIRDLIFE_23484"	"Chismuyo/Coyolito"
"HN"	"BIRDLIFE_23477"	"Comayagua"
"HN"	"BIRDLIFE_23487"	"Cuero y Salado"
"HN"	"BIRDLIFE_23483"	"El Jicarito"
"HN"	"BIRDLIFE_23473"	"Güisayote"
"HN"	"BIRDLIFE_23485"	"Islas de la Bahía y Cayos Cochinos"
"HN"	"BIRDLIFE_23486"	"Jeanette Kawas"
"HN"	"BIRDLIFE_23482"	"La Botija"
"HN"	"BIRDLIFE_23481"	"La Muralla and surrounding area"
"HN"	"BIRDLIFE_23476"	"La Tigra"
"HN"	"BIRDLIFE_23488"	"Laguna Caratasca"
"HN"	"BIRDLIFE_23479"	"Montaña de Yoro"
"HN"	"BIRDLIFE_23471"	"Parque Nacional Patuca"
"HN"	"BIRDLIFE_23472"	"Pico Bonito"
"HN"	"BIRDLIFE_23470"	"Rio Platano"
"HN"	"BIRDLIFE_23480"	"Sierra de Agalta"
"HN"	"BIRDLIFE_23475"	"Sierra de Omao - Cusuco"
"HN"	"BIRDLIFE_23830"	"Swan Islands"
"HN"	"BIRDLIFE_23469"	"Tawahka"
"HN"	"BIRDLIFE_23829"	"Valle de Agalta"
"HN"	"BIRDLIFE_23828"	"Valle de Aguán"
"HR"	"BIRDLIFE_24020"	"Cesma River Carp Fishponds"
"HR"	"BIRDLIFE_3607"	"Cetina River"
"HR"	"BIRDLIFE_24017"	"Drava Storage Lakes"
"HR"	"BIRDLIFE_24009"	"Gorski Kotar and Northern Lika"
"HR"	"BIRDLIFE_24019"	"Grudnjak and Nasice Carp Fishponds"
"HR"	"BIRDLIFE_3597"	"Jelas Field"
"HR"	"BIRDLIFE_3604"	"Kornati National Park and Telascica Nature Park"
"HR"	"BIRDLIFE_3605"	"Krka and Surrounding Plateau"
"HR"	"BIRDLIFE_24013"	"Kvarner Islands"
"HR"	"BIRDLIFE_23998"	"Lastovo Archipelago"
"HR"	"BIRDLIFE_24007"	"Lika Karst Fields"
"HR"	"BIRDLIFE_3595"	"Lower Posavina"
"HR"	"BIRDLIFE_24000"	"Middle Dalmatian Islands and Peljesac Penninsula"
"HR"	"BIRDLIFE_24015"	"Middle Drava River"
"HR"	"BIRDLIFE_24003"	"Mount Biokovo and Rilic"
"HR"	"BIRDLIFE_24004"	"Mount Mosor, Kozjak and Trogir Hinterland"
"HR"	"BIRDLIFE_45584"	"Mount Papuk"
"HR"	"BIRDLIFE_24010"	"Mount Ucka and Cicarija"
"HR"	"BIRDLIFE_3603"	"Mount Velebit"
"HR"	"BIRDLIFE_24021"	"Mt Bilogora and Kalnik"
"HR"	"BIRDLIFE_3608"	"Mt Dinara"
"HR"	"BIRDLIFE_24006"	"NW Dalmatia and Pag Island"
"HR"	"BIRDLIFE_23999"	"NW Part of Mljet National Park"
"HR"	"BIRDLIFE_3609"	"Neretva Delta"
"HR"	"BIRDLIFE_24001"	"North Part of Zadar Archipelago"
"HR"	"BIRDLIFE_23997"	"Offshore Islands"
"HR"	"BIRDLIFE_24008"	"Plitvice Lakes National Park"
"HR"	"BIRDLIFE_24014"	"Podunavlje and Lower Podravlje"
"HR"	"BIRDLIFE_3596"	"Poilovlje with Carp Fishponds"
"HR"	"BIRDLIFE_3593"	"Pokuplje Basin"
"HR"	"BIRDLIFE_24005"	"Ravni Kotari"
"HR"	"BIRDLIFE_24024"	"Sava River Near Hruscica"
"HR"	"BIRDLIFE_24023"	"Spacva Basin"
"HR"	"BIRDLIFE_3594"	"Turopolje"
"HR"	"BIRDLIFE_24016"	"Upper Drava River"
"HR"	"BIRDLIFE_24018"	"Virovitica Sugar Refinery Lagoons"
"HR"	"BIRDLIFE_3606"	"Vrana Lake and Jasen"
"HR"	"BIRDLIFE_24002"	"Western Istrian Maritime Zone"
"HT"	"BIRDLIFE_20498"	"Aux Becs-Croisés"
"HT"	"BIRDLIFE_20488"	"Aux Cornichons"
"HT"	"BIRDLIFE_20487"	"Aux Diablotins"
"HT"	"BIRDLIFE_20499"	"Bois Musicien"
"HT"	"BIRDLIFE_19912"	"Citadelle - Sans Souci - Ramier"
"HT"	"BIRDLIFE_20468"	"Coquillage - Pointe Est"
"HT"	"BIRDLIFE_20482"	"Lac Azuéi"
"HT"	"BIRDLIFE_20464"	"Lagon-aux-Boeufs"
"HT"	"BIRDLIFE_20469"	"Les Grottes"
"HT"	"BIRDLIFE_20481"	"Trou Caïman"
"HU"	"BIRDLIFE_1399"	"Aggtelek Karst"
"HU"	"BIRDLIFE_21925"	"Alkaline lakes of Kiskunság"
"HU"	"BIRDLIFE_1394"	"Alkaline pusztas of Upper Kiskunság"
"HU"	"BIRDLIFE_1414"	"Bihar Plain"
"HU"	"BIRDLIFE_1403"	"Bodrogzug–Taktaköz"
"HU"	"BIRDLIFE_1407"	"Borsodi-Mezőség"
"HU"	"BIRDLIFE_1408"	"Béda–Karapancsa"
"HU"	"BIRDLIFE_1385"	"Börzsöny"
"HU"	"BIRDLIFE_1390"	"Bükk"
"HU"	"BIRDLIFE_1419"	"Csanád Pusztas"
"HU"	"BIRDLIFE_21931"	"Cserebökény Pusztas of Szentes"
"HU"	"BIRDLIFE_21932"	"Del-Hevesi-sik"
"HU"	"BIRDLIFE_21933"	"Dráva"
"HU"	"BIRDLIFE_1396"	"Ecseg Pusztas of Dévaványa"
"HU"	"BIRDLIFE_1404"	"Flood plain of Tiszaalpár"
"HU"	"BIRDLIFE_1402"	"Gemenc"
"HU"	"BIRDLIFE_1400"	"Gerecse"
"HU"	"BIRDLIFE_1421"	"Gerje-sik"
"HU"	"BIRDLIFE_1384"	"Hanság"
"HU"	"BIRDLIFE_21935"	"Hernád Valley"
"HU"	"BIRDLIFE_1418"	"Heves Plain"
"HU"	"BIRDLIFE_1392"	"Hortobágy and Tisza-to"
"HU"	"BIRDLIFE_1397"	"Hódmezővásárhely Pusztas"
"HU"	"BIRDLIFE_1422"	"Inner Somogy"
"HU"	"BIRDLIFE_1409"	"Ipoly Valley"
"HU"	"BIRDLIFE_21936"	"Karancs–Medves"
"HU"	"BIRDLIFE_21930"	"Kaszáló Wood of Abony"
"HU"	"BIRDLIFE_1406"	"Kesznyéten"
"HU"	"BIRDLIFE_1405"	"Kis-Sárrét"
"HU"	"BIRDLIFE_1395"	"Kolon Lake"
"HU"	"BIRDLIFE_1412"	"Lake Balaton"
"HU"	"BIRDLIFE_1382"	"Lake Fertő"
"HU"	"BIRDLIFE_1388"	"Lake Kis-Balaton"
"HU"	"BIRDLIFE_1398"	"Lower Tisza Valley"
"HU"	"BIRDLIFE_21921"	"Middle Tisza"
"HU"	"BIRDLIFE_1415"	"Moson Plain"
"HU"	"BIRDLIFE_1401"	"Mátra"
"HU"	"BIRDLIFE_1411"	"Nagy-berek of Fonyód"
"HU"	"BIRDLIFE_21934"	"North Bakony"
"HU"	"BIRDLIFE_1413"	"Pacsmag Lakes of Regöly"
"HU"	"BIRDLIFE_21924"	"Putnok Hills"
"HU"	"BIRDLIFE_21923"	"Péteri Lake"
"HU"	"BIRDLIFE_21926"	"Sumony Fishpond"
"HU"	"BIRDLIFE_1420"	"Szatmár-Bereg"
"HU"	"BIRDLIFE_21927"	"Szigetköz"
"HU"	"BIRDLIFE_1417"	"Sárvíz Valley"
"HU"	"BIRDLIFE_21928"	"Tolnai-Hegyhát"
"HU"	"BIRDLIFE_1391"	"Upper Tisza"
"HU"	"BIRDLIFE_1387"	"Velence Lake–Dinnyés Lake"
"HU"	"BIRDLIFE_1386"	"Vértes"
"HU"	"BIRDLIFE_1389"	"Zemplén Mountains"
"HU"	"BIRDLIFE_21929"	"Zselic"
"HU"	"BIRDLIFE_1383"	"Öreg Lake of Tata"
"HU"	"BIRDLIFE_21922"	"Őrség"
"ID"	"BIRDLIFE_15940"	"Aegela"
"ID"	"BIRDLIFE_15970"	"Aketajawe"
"ID"	"BIRDLIFE_15893"	"Alas Purwo"
"ID"	"BIRDLIFE_15895"	"Bali Barat"
"ID"	"BIRDLIFE_15892"	"Baluran"
"ID"	"BIRDLIFE_18507"	"Batang Gadis"
"ID"	"BIRDLIFE_15896"	"Batukaru"
"ID"	"BIRDLIFE_15819"	"Berbak"
"ID"	"BIRDLIFE_15901"	"Betung Kerihun"
"ID"	"BIRDLIFE_15957"	"Bipolo"
"ID"	"BIRDLIFE_16369"	"Bogani Nani Wartabone"
"ID"	"BIRDLIFE_15963"	"Buat - Soe"
"ID"	"BIRDLIFE_15840"	"Bukit Bahar - Tajau Pecah"
"ID"	"BIRDLIFE_15902"	"Bukit Baka-Bukit Raya"
"ID"	"BIRDLIFE_15843"	"Bukit Bakar - Bukit Gajah"
"ID"	"BIRDLIFE_15810"	"Bukit Baling"
"ID"	"BIRDLIFE_15838"	"Bukit Barisan Selatan"
"ID"	"BIRDLIFE_15835"	"Bukit Kaba"
"ID"	"BIRDLIFE_15842"	"Bukit Panjang - Bukit Siguntang"
"ID"	"BIRDLIFE_15809"	"Bukit Tigapuluh"
"ID"	"BIRDLIFE_16379"	"Buton Utara"
"ID"	"BIRDLIFE_15958"	"Camplong"
"ID"	"BIRDLIFE_15858"	"Cikepuh"
"ID"	"BIRDLIFE_15979"	"Danau Rana"
"ID"	"BIRDLIFE_15900"	"Danau Sentarum"
"ID"	"BIRDLIFE_16383"	"Danau Tempe"
"ID"	"BIRDLIFE_15833"	"Dataran Banjir Ogan Komering"
"ID"	"BIRDLIFE_15887"	"Dataran Tinggi Hyang"
"ID"	"BIRDLIFE_15913"	"Delta Mahakam"
"ID"	"BIRDLIFE_15926"	"Dodo Jaranpusang"
"ID"	"BIRDLIFE_15943"	"Egon Ilimedo"
"ID"	"BIRDLIFE_16384"	"Feruhumpenai - Matano"
"ID"	"BIRDLIFE_15966"	"Galela"
"ID"	"BIRDLIFE_15967"	"Gamkonora"
"ID"	"BIRDLIFE_15936"	"Gapong"
"ID"	"BIRDLIFE_16000"	"Gunung Arnau"
"ID"	"BIRDLIFE_15868"	"Gunung Aseupan"
"ID"	"BIRDLIFE_16361"	"Gunung Awu"
"ID"	"BIRDLIFE_15975"	"Gunung Batu Putih"
"ID"	"BIRDLIFE_15911"	"Gunung Beratus"
"ID"	"BIRDLIFE_15885"	"Gunung Bromo Tengger-Semeru"
"ID"	"BIRDLIFE_15852"	"Gunung Burangrang-Tangkuban Perahu"
"ID"	"BIRDLIFE_15848"	"Gunung Ceremai"
"ID"	"BIRDLIFE_15846"	"Gunung Cikurai"
"ID"	"BIRDLIFE_15834"	"Gunung Dempo"
"ID"	"BIRDLIFE_15861"	"Gunung Gede - Pangrango"
"ID"	"BIRDLIFE_15859"	"Gunung Halimun"
"ID"	"BIRDLIFE_15891"	"Gunung Ijen"
"ID"	"BIRDLIFE_15938"	"Gunung Inerie"
"ID"	"BIRDLIFE_15869"	"Gunung Karang"
"ID"	"BIRDLIFE_15881"	"Gunung Kawi-Kelud"
"ID"	"BIRDLIFE_15978"	"Gunung Kepala Madang"
"ID"	"BIRDLIFE_16367"	"Gunung Klabat"
"ID"	"BIRDLIFE_15879"	"Gunung Lawu"
"ID"	"BIRDLIFE_15823"	"Gunung Leuser"
"ID"	"BIRDLIFE_15945"	"Gunung Lewotobi"
"ID"	"BIRDLIFE_15880"	"Gunung Liman-Wilis"
"ID"	"BIRDLIFE_15856"	"Gunung Malabar"
"ID"	"BIRDLIFE_15845"	"Gunung Manglayang"
"ID"	"BIRDLIFE_15854"	"Gunung Masigit-Kareumbi"
"ID"	"BIRDLIFE_15877"	"Gunung Merapi"
"ID"	"BIRDLIFE_15947"	"Gunung Muna"
"ID"	"BIRDLIFE_15878"	"Gunung Muria"
"ID"	"BIRDLIFE_15961"	"Gunung Mutis"
"ID"	"BIRDLIFE_15899"	"Gunung Niut-Poteng"
"ID"	"BIRDLIFE_15904"	"Gunung Palung"
"ID"	"BIRDLIFE_15863"	"Gunung Pancar"
"ID"	"BIRDLIFE_15851"	"Gunung Papandayan-Kamojang"
"ID"	"BIRDLIFE_15890"	"Gunung Raung"
"ID"	"BIRDLIFE_15922"	"Gunung Rinjani"
"ID"	"BIRDLIFE_16362"	"Gunung Sahendaruman"
"ID"	"BIRDLIFE_15982"	"Gunung Sahuwai"
"ID"	"BIRDLIFE_15986"	"Gunung Salahutu"
"ID"	"BIRDLIFE_15860"	"Gunung Salak"
"ID"	"BIRDLIFE_15857"	"Gunung Sanggabuana"
"ID"	"BIRDLIFE_15847"	"Gunung Sawal"
"ID"	"BIRDLIFE_15872"	"Gunung Segara"
"ID"	"BIRDLIFE_15974"	"Gunung Sibela"
"ID"	"BIRDLIFE_16368"	"Gunung Simbalang"
"ID"	"BIRDLIFE_15806"	"Gunung Singgalang"
"ID"	"BIRDLIFE_15874"	"Gunung Slamet"
"ID"	"BIRDLIFE_15928"	"Gunung Tambora"
"ID"	"BIRDLIFE_15855"	"Gunung Tampomas"
"ID"	"BIRDLIFE_15853"	"Gunung Tilu-Simpang"
"ID"	"BIRDLIFE_15960"	"Gunung Timau"
"ID"	"BIRDLIFE_15876"	"Gunung Unggaran"
"ID"	"BIRDLIFE_44861"	"Halmahera Timur"
"ID"	"BIRDLIFE_15987"	"Haruku"
"ID"	"BIRDLIFE_15972"	"Hutan Bakau Dodaga"
"ID"	"BIRDLIFE_15907"	"Hutan Kahayan"
"ID"	"BIRDLIFE_15818"	"Hutan Rawa Gambut Barumun-Rokan"
"ID"	"BIRDLIFE_15811"	"Hutan Rawa Gambut Siak-Kampar"
"ID"	"BIRDLIFE_15844"	"Hutan Raya Bukit Barisan"
"ID"	"BIRDLIFE_15912"	"Hutan Samarinda-Balikpapan"
"ID"	"BIRDLIFE_15944"	"Ili Wengot"
"ID"	"BIRDLIFE_16385"	"Karaeng - Lompobattang"
"ID"	"BIRDLIFE_16358"	"Karakelang Utara"
"ID"	"BIRDLIFE_15964"	"Kateri - Maubesi"
"ID"	"BIRDLIFE_15918"	"Kayan Mentarang"
"ID"	"BIRDLIFE_15999"	"Kepulauan Lemola"
"ID"	"BIRDLIFE_15814"	"Kepulauan Lingga"
"ID"	"BIRDLIFE_15989"	"Kepulauan Tayandu"
"ID"	"BIRDLIFE_16373"	"Kepulauan Togean"
"ID"	"BIRDLIFE_15820"	"Kerinci Seblat"
"ID"	"BIRDLIFE_15812"	"Kerumutan"
"ID"	"BIRDLIFE_15929"	"Komodo - Rinca"
"ID"	"BIRDLIFE_15921"	"Kutai"
"ID"	"BIRDLIFE_15914"	"Lahan Basah Mahakam Tengah"
"ID"	"BIRDLIFE_15952"	"Laiwanggi Wanggameti"
"ID"	"BIRDLIFE_15946"	"Lamalera"
"ID"	"BIRDLIFE_44833"	"Lambusango"
"ID"	"BIRDLIFE_15850"	"Leuweung Sancang"
"ID"	"BIRDLIFE_16365"	"Likupang"
"ID"	"BIRDLIFE_15920"	"Long Bangun"
"ID"	"BIRDLIFE_16370"	"Lore Lindu"
"ID"	"BIRDLIFE_15954"	"Luku Melolo"
"ID"	"BIRDLIFE_16366"	"Mahawu - Masarang"
"ID"	"BIRDLIFE_15805"	"Malampah Alahan Panjang"
"ID"	"BIRDLIFE_15959"	"Manipo"
"ID"	"BIRDLIFE_15951"	"Manupeu Tanadaru"
"ID"	"BIRDLIFE_15984"	"Manusela"
"ID"	"BIRDLIFE_15941"	"Mausambi"
"ID"	"BIRDLIFE_15932"	"Mbeliling - Tanjung Kerita Mese"
"ID"	"BIRDLIFE_16376"	"Mekongga"
"ID"	"BIRDLIFE_15841"	"Meranti"
"ID"	"BIRDLIFE_15910"	"Meratus Hulu"
"ID"	"BIRDLIFE_15889"	"Meru Betiri"
"ID"	"BIRDLIFE_15965"	"Morotai"
"ID"	"BIRDLIFE_16371"	"Morowali"
"ID"	"BIRDLIFE_15865"	"Muara Angke"
"ID"	"BIRDLIFE_15849"	"Muara Cimanuk"
"ID"	"BIRDLIFE_15864"	"Muara Gembong-Tanjung Sedari"
"ID"	"BIRDLIFE_15903"	"Muara Kendawangan"
"ID"	"BIRDLIFE_15937"	"Nangarawa"
"ID"	"BIRDLIFE_15931"	"Nggorang Bowosie"
"ID"	"BIRDLIFE_15897"	"Nusa Penida"
"ID"	"BIRDLIFE_15962"	"Oenasi"
"ID"	"BIRDLIFE_15884"	"Pantai Timur Surabaya"
"ID"	"BIRDLIFE_15888"	"Pasir Putih-Gunung Besar-Gunung Ringgit"
"ID"	"BIRDLIFE_16375"	"Pasoso"
"ID"	"BIRDLIFE_15990"	"Pegunungan Daab - Boo"
"ID"	"BIRDLIFE_15875"	"Pegunungan Dieng"
"ID"	"BIRDLIFE_16386"	"Pegunungan Latimojong"
"ID"	"BIRDLIFE_15983"	"Pegunungan Paunusa"
"ID"	"BIRDLIFE_16372"	"Pegunungan Tokalekaju"
"ID"	"BIRDLIFE_16374"	"Peleng - Banggai"
"ID"	"BIRDLIFE_15821"	"Pesisir Pantai Jambi"
"ID"	"BIRDLIFE_15813"	"Pesisir Riau Tenggara"
"ID"	"BIRDLIFE_15803"	"Pesisir Timur Pantai Sumatera Utara"
"ID"	"BIRDLIFE_31485"	"Popayato - Paguat"
"ID"	"BIRDLIFE_15949"	"Poronumbu"
"ID"	"BIRDLIFE_15995"	"Pulau Babar"
"ID"	"BIRDLIFE_15992"	"Pulau Baun"
"ID"	"BIRDLIFE_15942"	"Pulau Besar"
"ID"	"BIRDLIFE_15981"	"Pulau Buano"
"ID"	"BIRDLIFE_15996"	"Pulau Damar"
"ID"	"BIRDLIFE_15867"	"Pulau Dua"
"ID"	"BIRDLIFE_15836"	"Pulau Enggano"
"ID"	"BIRDLIFE_15998"	"Pulau Gunung Api"
"ID"	"BIRDLIFE_16360"	"Pulau Kabaruan"
"ID"	"BIRDLIFE_16389"	"Pulau Kalatoa"
"ID"	"BIRDLIFE_15991"	"Pulau Kobroor"
"ID"	"BIRDLIFE_15993"	"Pulau Larat"
"ID"	"BIRDLIFE_15988"	"Pulau Manuk"
"ID"	"BIRDLIFE_15927"	"Pulau Moyo"
"ID"	"BIRDLIFE_15815"	"Pulau Natuna"
"ID"	"BIRDLIFE_15804"	"Pulau Nias"
"ID"	"BIRDLIFE_15866"	"Pulau Rambut"
"ID"	"BIRDLIFE_15997"	"Pulau Romang"
"ID"	"BIRDLIFE_16359"	"Pulau Salibabu"
"ID"	"BIRDLIFE_15977"	"Pulau Seho"
"ID"	"BIRDLIFE_16390"	"Pulau Selayar"
"ID"	"BIRDLIFE_16363"	"Pulau Siau"
"ID"	"BIRDLIFE_15807"	"Pulau Siberut"
"ID"	"BIRDLIFE_15826"	"Pulau Simeulue"
"ID"	"BIRDLIFE_16387"	"Pulau Tana Jampea"
"ID"	"BIRDLIFE_15925"	"Puncak Ngengas"
"ID"	"BIRDLIFE_16377"	"Rawa Aopa Watumohai"
"ID"	"BIRDLIFE_15870"	"Rawa Danau"
"ID"	"BIRDLIFE_15898"	"Rawa Di Pesisir Paloh"
"ID"	"BIRDLIFE_15808"	"Rawa Lunang"
"ID"	"BIRDLIFE_15817"	"Rawa Pesisir Pantai Barat Tapanuli Selatan (Angkola)"
"ID"	"BIRDLIFE_15969"	"Rawa Sagu Ake Jailolo"
"ID"	"BIRDLIFE_15801"	"Rawa Tapus"
"ID"	"BIRDLIFE_15839"	"Rawa Tulang Bawang"
"ID"	"BIRDLIFE_15905"	"Rawa di Pesisir Kapuas"
"ID"	"BIRDLIFE_15935"	"Ruteng"
"ID"	"BIRDLIFE_15916"	"Sangkulirang"
"ID"	"BIRDLIFE_15917"	"Sebuku Sembakung"
"ID"	"BIRDLIFE_15873"	"Segara Anakan-Nusa Kambangan"
"ID"	"BIRDLIFE_15955"	"Semau"
"ID"	"BIRDLIFE_15822"	"Sembilang"
"ID"	"BIRDLIFE_15933"	"Sesok"
"ID"	"BIRDLIFE_15816"	"Siak Kecil"
"ID"	"BIRDLIFE_15883"	"Solo Delta"
"ID"	"BIRDLIFE_15894"	"Sumenep"
"ID"	"BIRDLIFE_15882"	"Tahura R. Soerjo"
"ID"	"BIRDLIFE_15976"	"Taliabu Utara"
"ID"	"BIRDLIFE_15923"	"Taliwang"
"ID"	"BIRDLIFE_15968"	"Tanah Putih"
"ID"	"BIRDLIFE_16364"	"Tangkoko Dua Sudara"
"ID"	"BIRDLIFE_15994"	"Tanimbar Tengah"
"ID"	"BIRDLIFE_15832"	"Tanjung Koyan"
"ID"	"BIRDLIFE_15953"	"Tanjung Ngunju"
"ID"	"BIRDLIFE_15906"	"Tanjung Puting"
"ID"	"BIRDLIFE_15831"	"Tanjung Selokan"
"ID"	"BIRDLIFE_15924"	"Tatar Sepang"
"ID"	"BIRDLIFE_15862"	"Telaga Warna-Cibulao"
"ID"	"BIRDLIFE_15980"	"Teluk Kayeli"
"ID"	"BIRDLIFE_15956"	"Teluk Kupang"
"ID"	"BIRDLIFE_15886"	"Teluk Lenggasana-Pulau Sempu"
"ID"	"BIRDLIFE_18506"	"Tesso Nilo"
"ID"	"BIRDLIFE_15934"	"Todo Repok"
"ID"	"BIRDLIFE_15824"	"Trumon - Singkil"
"ID"	"BIRDLIFE_15948"	"Tuti Adagae"
"ID"	"BIRDLIFE_15871"	"Ujung Kulon"
"ID"	"BIRDLIFE_15908"	"Ulu Barito"
"ID"	"BIRDLIFE_15930"	"Wae Wuul"
"ID"	"BIRDLIFE_15985"	"Waebula"
"ID"	"BIRDLIFE_16382"	"Wakatobi"
"ID"	"BIRDLIFE_15837"	"Way Kambas"
"ID"	"BIRDLIFE_15939"	"Wolo Tado"
"ID"	"BIRDLIFE_15950"	"Yawila"
"IE"	"BIRDLIFE_583"	"Aran Islands (parts)"
"IE"	"BIRDLIFE_561"	"Ardboline Island and Horse Island"
"IE"	"BIRDLIFE_616"	"Baldoyle Bay"
"IE"	"BIRDLIFE_27165"	"Ballyhoura Mountains"
"IE"	"BIRDLIFE_601"	"Ballymacoda"
"IE"	"BIRDLIFE_606"	"Bannow Bay"
"IE"	"BIRDLIFE_673"	"Beara peninsula"
"IE"	"BIRDLIFE_667"	"Bellanagare bog"
"IE"	"BIRDLIFE_602"	"Blackwater estuary"
"IE"	"BIRDLIFE_593"	"Blasket Islands"
"IE"	"BIRDLIFE_631"	"Boyne estuary"
"IE"	"BIRDLIFE_570"	"Broadhaven, Blacksod and Tullaghan Bays and parts of the Mullet peninsula"
"IE"	"BIRDLIFE_596"	"Bull and Cow Rocks"
"IE"	"BIRDLIFE_633"	"Carlingford Lough"
"IE"	"BIRDLIFE_592"	"Castlemaine Harbour"
"IE"	"BIRDLIFE_574"	"Clare Island cliffs"
"IE"	"BIRDLIFE_584"	"Cliffs of Moher"
"IE"	"BIRDLIFE_579"	"Connemara Bogs (south-east), including Roundstone Bog"
"IE"	"BIRDLIFE_578"	"Connemara Islands"
"IE"	"BIRDLIFE_599"	"Cork Harbour"
"IE"	"BIRDLIFE_22185"	"Courtmacsherry, Broadstrand and Dunworley Complex"
"IE"	"BIRDLIFE_27254"	"Cruagh Island"
"IE"	"BIRDLIFE_562"	"Cummeen Strand (Sligo Harbour)"
"IE"	"BIRDLIFE_671"	"Dingle peninsula"
"IE"	"BIRDLIFE_681"	"Donegal Bay"
"IE"	"BIRDLIFE_560"	"Drumcliff Bay and Ballintemple"
"IE"	"BIRDLIFE_615"	"Dublin Bay"
"IE"	"BIRDLIFE_632"	"Dundalk Bay"
"IE"	"BIRDLIFE_636"	"Dunfanaghy New Lake"
"IE"	"BIRDLIFE_604"	"Dungarvan Harbour"
"IE"	"BIRDLIFE_557"	"Durnesh Lough"
"IE"	"BIRDLIFE_573"	"Duvillaun Islands"
"IE"	"BIRDLIFE_678"	"Falcarragh to Min an Chladaigh"
"IE"	"BIRDLIFE_548"	"Greer's Island (Massmount), Mulroy Bay"
"IE"	"BIRDLIFE_549"	"Horn Head cliffs"
"IE"	"BIRDLIFE_567"	"Illaunmaistir (Oilean Maistir)"
"IE"	"BIRDLIFE_576"	"Inishbofin and Inishshark (including Davillaun)"
"IE"	"BIRDLIFE_551"	"Inishbofin, Inisdooey and Inisbeg"
"IE"	"BIRDLIFE_556"	"Inishduff"
"IE"	"BIRDLIFE_571"	"Inishglora and Inishkeeragh"
"IE"	"BIRDLIFE_572"	"Inishkea Islands"
"IE"	"BIRDLIFE_552"	"Inishkeeragh and Illancrone"
"IE"	"BIRDLIFE_559"	"Inishmurray"
"IE"	"BIRDLIFE_683"	"Inishsirrer, Inishmeane, Gola and Owey Islands"
"IE"	"BIRDLIFE_544"	"Inishtrahull"
"IE"	"BIRDLIFE_581"	"Inner Galway Bay"
"IE"	"BIRDLIFE_635"	"Ireland's Eye"
"IE"	"BIRDLIFE_672"	"Iveragh peninsula"
"IE"	"BIRDLIFE_27174"	"Kerry Head"
"IE"	"BIRDLIFE_565"	"Killala Bay"
"IE"	"BIRDLIFE_611"	"Lady's Island Lake"
"IE"	"BIRDLIFE_618"	"Lambay Island"
"IE"	"BIRDLIFE_580"	"Lough Corrib"
"IE"	"BIRDLIFE_621"	"Lough Derg (River Shannon)"
"IE"	"BIRDLIFE_628"	"Lough Derravaragh"
"IE"	"BIRDLIFE_644"	"Lough Fern"
"IE"	"BIRDLIFE_638"	"Lough Foyle"
"IE"	"BIRDLIFE_590"	"Lough Gill"
"IE"	"BIRDLIFE_627"	"Lough Iron and Glen Lough"
"IE"	"BIRDLIFE_650"	"Lough Kinale and Lough Derragh"
"IE"	"BIRDLIFE_659"	"Lough Nillan bog"
"IE"	"BIRDLIFE_629"	"Lough Oughter"
"IE"	"BIRDLIFE_682"	"Lough Rea"
"IE"	"BIRDLIFE_651"	"Lough Ree"
"IE"	"BIRDLIFE_547"	"Lough Swilly including Blanket Nook and Inch Lake"
"IE"	"BIRDLIFE_589"	"Magharee Islands, Mucklaghmore and Illaunbarnagh"
"IE"	"BIRDLIFE_617"	"Malahide/ Broadmeadow Estuary"
"IE"	"BIRDLIFE_27162"	"Mid Waterford Coast"
"IE"	"BIRDLIFE_27166"	"Nagles Mountains"
"IE"	"BIRDLIFE_642"	"Nanny estuary and shoreline"
"IE"	"BIRDLIFE_613"	"North Wicklow coastal marshes"
"IE"	"BIRDLIFE_24030"	"North west Connemara (Cleggan, Inishbofin, Inishturbot, Omey)"
"IE"	"BIRDLIFE_662"	"Owenduff River catchment and Nephin Beg"
"IE"	"BIRDLIFE_594"	"Puffin Island"
"IE"	"BIRDLIFE_582"	"Rahasane turlough"
"IE"	"BIRDLIFE_555"	"Rathlin O'Birne"
"IE"	"BIRDLIFE_603"	"River Blackwater callows"
"IE"	"BIRDLIFE_546"	"River Foyle: Carrigans and Swilly Burn valleys"
"IE"	"BIRDLIFE_623"	"River Little Brosna callows: New Bridge - River Shannon"
"IE"	"BIRDLIFE_622"	"River Shannon callows: Portumna-Athlone"
"IE"	"BIRDLIFE_624"	"River Suck callows: Shannon Bridge-Castlecoote"
"IE"	"BIRDLIFE_619"	"Rockabill"
"IE"	"BIRDLIFE_620"	"Rogerstown estuary"
"IE"	"BIRDLIFE_609"	"Saltee Islands"
"IE"	"BIRDLIFE_24031"	"Seagrange Park"
"IE"	"BIRDLIFE_27172"	"Seven Heads"
