GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS3012836885	2025-03-31 19:01:57.580598	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2	H 	C2	H 		United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			JMF	L7287743	P	33.2148430	-87.5676020	2025-03-31	16:12:00	obsr850449		S222174046	Traveling	Traveling	P22			108	1.948		1	1		0	1	0			Saw; E fence	
URN:CornellLabOfOrnithology:EBIRD:OBS2923299055	2025-03-02 08:17:53.537305	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-02	06:59:00	obsr451424		S216208829	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2933746526	2025-03-05 10:54:53.037019	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Fresh Market lot	L40873154	P	33.2005814	-87.5263321	2025-03-04	11:30:00	obsr1330942		S216738710	Incidental	Incidental	P20						1	0		0	1	0			foraging the parking lot	
URN:CornellLabOfOrnithology:EBIRD:OBS2971219544	2025-03-17 18:17:17.845955	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	12					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Publix Rice Mine Road	L41338920	P	33.2630740	-87.5144170	2025-03-17	17:16:00	obsr2915343		S219131017	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2980937861	2025-03-21 08:56:59.563939	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-21	07:50:00	obsr451424		S219752555	Stationary	Stationary	P21			5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3008903698	2025-03-30 14:19:32.993701	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-30	12:25:00	obsr53167		S221891481	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2960599512	2025-03-14 10:40:56.638009	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-14	09:25:00	obsr451424		S218422646	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2937695317	2025-03-06 18:20:09.858382	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Snow Hinton Park, Tuscaloosa US-AL 33.18816, -87.52416	L40911554	P	33.1881550	-87.5241590	2025-03-06	16:42:00	obsr3423678		S216949710	Traveling	Traveling	P22			37	1.889		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2933256793	2025-03-05 07:43:54.669907	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-05	06:27:00	obsr451424		S216708215	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2952323670	2025-03-11 12:03:31.705666	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2605 7th Street, Tuscaloosa, Alabama, US (33.206, -87.571)	L20196539	P	33.2064709	-87.5707512	2025-03-11	10:56:00	obsr447687		S217890612	Traveling	Traveling	P22			6	0.467		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2998493277	2025-03-26 23:30:05.807042	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-26	08:30:00	obsr3031639		S221022631	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2973627105	2025-03-18 14:32:36.618691	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			TA-BP	L19301796	P	33.1770590	-87.4462500	2025-03-18	12:19:00	obsr208336		S219264995	Incidental	Incidental	P20						2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987030250	2025-03-23 09:07:10.576223	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-23	07:00:00	obsr3423678		S220210138	Stationary	Stationary	P21			50			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2993216650	2025-03-25 07:46:07.715996	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-25	06:28:00	obsr451424		S220645945	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2957808830	2025-03-13 08:58:10.228736	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-13	07:40:00	obsr451424		S218219087	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2993895346	2025-03-25 12:15:48.190286	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	6					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Tuscaloosa (town)	L41658793	P	33.2074623	-87.5532958	2025-03-25	10:47:00	obsr908466		S220709304	Traveling	Traveling	P22			18	2.607		2	1	G14319533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2927611830	2025-03-03 13:05:32.807428	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2810 8th Street, Tuscaloosa, Alabama, US (33.205, -87.573)	L18361298	P	33.2053403	-87.5730688	2025-03-03	11:58:00	obsr447687		S216465689	Traveling	Traveling	P22			7	0.418		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3003953749	2025-03-29 01:01:12.389922	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	13					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-28	08:30:00	obsr3031639		S221427390	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2936188692	2025-03-06 07:50:18.760794	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-06	06:34:00	obsr451424		S216852775	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2993966881	2025-03-25 12:17:57.545187	31261	species	avibase-240E3390	House Sparrow	Passer domesticus			N	6					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Tuscaloosa (town)	L41658793	P	33.2074623	-87.5532958	2025-03-25	10:47:00	obsr588957		S220713544	Traveling	Traveling	P22			18	2.607		2	1	G14319533	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920142934	2025-03-01 23:25:36.561672	26942	species	avibase-A4F5C5C8	Northern House Wren	Troglodytes aedon				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	06:48:00	obsr1073731		S216022483	Traveling	Traveling	P22			142	11.467		2	1	G14143492	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2989108846	2025-03-23 21:08:13.074328	26942	species	avibase-A4F5C5C8	Northern House Wren	Troglodytes aedon				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-23	17:25:00	obsr3031639		S220393087	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920142990	2025-03-01 23:25:36.561672	26942	species	avibase-A4F5C5C8	Northern House Wren	Troglodytes aedon				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	06:48:00	obsr451424		S216022486	Traveling	Traveling	P22			142	11.467		2	1	G14143492	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2945712268	2025-03-09 10:58:28.529917	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-09	08:52:00	obsr1073731		S217465685	Traveling	Traveling	P22			62	6.818		2	1	G14199948	0	1	0		Just the fields and ponds from the highway to Benton’s bend.		
URN:CornellLabOfOrnithology:EBIRD:OBS2984123380	2025-03-22 11:06:51.821022	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-22	09:34:00	obsr990599		S219990128	Traveling	Traveling	P22			32	5.745		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3001987841	2025-03-28 09:50:13.254586	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-28	07:57:00	obsr451424		S221276193	Traveling	Traveling	P22			50	2.977		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009418852	2025-03-30 17:15:29.683739	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				12					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-30	15:11:00	obsr1073731		S221934151	Traveling	Traveling	P22			60	13.532		2	1	G14355008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2943541732	2025-03-08 16:33:56.36943	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-08	08:30:00	obsr3423678		S217313610	Stationary	Stationary	P21			60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2980153228	2025-03-20 23:24:45.09513	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-20	09:25:00	obsr3031639		S219706807	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2945977488	2025-03-09 12:24:04.290849	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-09	09:58:00	obsr451424		S217493537	Traveling	Traveling	P22			77	11.398		2	1	G14200837	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2975115486	2025-03-19 02:22:58.018478	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-18	18:40:00	obsr3031639		S219345488	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920564694	2025-03-01 12:27:07.480057	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Palmore Park Swamp	L7240596	H	33.1763225	-87.6040750	2025-03-01	09:09:00	obsr2867602		S216058193	Traveling	Traveling	P22			75	1.850		3	1	G14144655	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2955031421	2025-03-13 10:15:42.993111	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-12	07:16:00	obsr351904		S218051873	Traveling	Traveling	P22			113	5.311		2	1	G14230236	0	1	0		47-56 degrees and clear.		
URN:CornellLabOfOrnithology:EBIRD:OBS3009418891	2025-03-30 17:15:29.683739	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				12					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-30	15:11:00	obsr451424		S221934152	Traveling	Traveling	P22			60	13.532		2	1	G14355008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2994842455	2025-03-27 10:26:42.396305	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-25	16:34:00	obsr2915343		S220776913	Traveling	Traveling	P22			7	5.230		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966586182	2025-03-20 17:03:56.96823	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-16	07:48:00	obsr1073731		S218841173	Traveling	Traveling	P22			45	8.932		2	1	G14254586	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2927121196	2025-03-03 10:10:31.879298	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			The University of Alabama, Tuscaloosa US-AL (33.2040,-87.5369)	L10010121	P	33.2040040	-87.5368820	2025-03-03	07:36:00	obsr451074		S216434889	Traveling	Traveling	P22			84	1.450		7	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920323466	2025-03-01 23:25:30.80604	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Commerce Rd., Tuscaloosa	L5805096	H	33.2133736	-87.6421747	2025-03-01	09:17:00	obsr451424		S216039377	Traveling	Traveling	P22			57	14.235		2	1	G14144062	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920142926	2025-03-01 23:25:36.561672	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				75					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	06:48:00	obsr1073731		S216022483	Traveling	Traveling	P22			142	11.467		2	1	G14143492	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966874502	2025-03-20 17:03:07.985627	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				15					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-16	08:38:00	obsr1073731		S218869928	Traveling	Traveling	P22			91	16.270		2	1	G14255396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2995838002	2025-03-26 02:25:49.399038	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-25	18:40:00	obsr3031639		S220829042	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2919749215	2025-03-01 23:25:39.781016	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	06:21:00	obsr451424		S215984765	Traveling	Traveling	P22			24	1.092		2	1	G14142220	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920323450	2025-03-01 23:25:30.80604	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Commerce Rd., Tuscaloosa	L5805096	H	33.2133736	-87.6421747	2025-03-01	09:17:00	obsr1073731		S216039375	Traveling	Traveling	P22			57	14.235		2	1	G14144062	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2919749180	2025-03-01 23:25:39.781016	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	06:21:00	obsr1073731		S215984764	Traveling	Traveling	P22			24	1.092		2	1	G14142220	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920371494	2025-03-01 12:27:07.480057	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Palmore Park Swamp	L7240596	H	33.1763225	-87.6040750	2025-03-01	09:09:00	obsr1671189		S216041474	Traveling	Traveling	P22			75	1.850		3	1	G14144655	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009188065	2025-03-30 15:50:22.056103	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-30	14:35:00	obsr1073731		S221915036	Traveling	Traveling	P22			13	1.089		2	1	G14354286	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2923439127	2025-03-02 14:17:06.645281	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				X					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-02	06:30:00	obsr2615533		S216221753	Traveling	Traveling	P22			93	28.425		1	1		1	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920142982	2025-03-01 23:25:36.561672	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				75					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	06:48:00	obsr451424		S216022486	Traveling	Traveling	P22			142	11.467		2	1	G14143492	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2986193127	2025-03-23 00:28:31.994915	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Cardinal Park	L37928707	P	33.2222730	-87.6116160	2025-03-22	18:25:00	obsr3031639		S220142654	Incidental	Incidental	P20						1	0		0	1	0			at least one heard; more likely present	
URN:CornellLabOfOrnithology:EBIRD:OBS2920564531	2025-03-01 12:27:05.983329	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				9					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	10:39:00	obsr2867602		S216058188	Traveling	Traveling	P22			47	13.160		3	1	G14144654	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2920546024	2025-03-01 12:27:05.983329	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				9					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	10:39:00	obsr1671189		S216058080	Traveling	Traveling	P22			47	13.160		3	1	G14144654	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2962819051	2025-03-15 05:50:40.24088	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-14	12:04:00	obsr990599		S218575867	Traveling	Traveling	P22			40	4.682		2	1	G14241121	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009188093	2025-03-30 15:50:22.056103	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-30	14:35:00	obsr451424		S221915037	Traveling	Traveling	P22			13	1.089		2	1	G14354286	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2926122332	2025-03-03 01:54:12.149899	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Cardinal Park	L37928707	P	33.2222730	-87.6116160	2025-03-02	13:30:00	obsr3031639		S216382505	Incidental	Incidental	P20							0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2923505489	2025-03-03 18:53:38.273542	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-02	08:10:00	obsr2615533		S216229669	Traveling	Traveling	P22			23	0.901		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2945712304	2025-03-09 10:58:28.529917	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-09	08:52:00	obsr451424		S217465687	Traveling	Traveling	P22			62	6.818		2	1	G14199948	0	1	0		Just the fields and ponds from the highway to Benton’s bend.		
URN:CornellLabOfOrnithology:EBIRD:OBS2949553439	2025-03-10 13:49:15.746103	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				11					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-10	11:16:00	obsr451424		S217724748	Traveling	Traveling	P22			77	12.810		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2945977444	2025-03-09 12:24:04.290849	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-09	09:58:00	obsr1073731		S217493532	Traveling	Traveling	P22			77	11.398		2	1	G14200837	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2967350742	2025-04-05 21:46:55.767248	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-16	12:27:00	obsr212979		S218911648	Traveling	Traveling	P22			19	2.527		2	1		0	1	0		64 degrees, some sun, wind W12.		
URN:CornellLabOfOrnithology:EBIRD:OBS2966874556	2025-03-20 17:03:07.985627	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				15					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-16	08:38:00	obsr451424		S218869929	Traveling	Traveling	P22			91	16.270		2	1	G14255396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2981119726	2025-03-21 10:19:21.447527	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-21	09:12:00	obsr2915343		S219767626	Traveling	Traveling	P22			5	0.496		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2976671454	2025-03-19 16:02:26.668798	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L18817142	H	33.2148447	-87.5425928	2025-03-19	14:48:00	obsr2915343		S219474064	Traveling	Traveling	P22			13	0.685		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2957999995	2025-03-13 10:15:42.993111	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-12	07:16:00	obsr503027		S218234474	Traveling	Traveling	P22			113	5.311		2	1	G14230236	0	1	0		47-56 degrees and clear.		
URN:CornellLabOfOrnithology:EBIRD:OBS2961087785	2025-03-14 19:57:46.221505	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-14	12:04:00	obsr1139460		S218473200	Traveling	Traveling	P22			40	4.682		2	1	G14241121	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2973627103	2025-03-18 14:32:36.618691	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			TA-BP	L19301796	P	33.1770590	-87.4462500	2025-03-18	12:19:00	obsr208336		S219264995	Incidental	Incidental	P20						2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966573967	2025-03-20 17:03:56.96823	5770	species	avibase-BCF9A19A	Killdeer	Charadrius vociferus				10					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-16	07:48:00	obsr451424		S218841175	Traveling	Traveling	P22			45	8.932		2	1	G14254586	0	1	0				
